kode,string
8650,Kode komponen I-20 berkontribusi sebesar Rp 111.570.010.525 terhadap PDRB Provinsi Aceh
8651,Kode komponen I-21 berkontribusi sebesar Rp 911.459.837.475 terhadap PDRB Provinsi Aceh
8652,Kode komponen I-22 berkontribusi sebesar Rp 7.230.916.919 terhadap PDRB Provinsi Aceh
8653,Kode komponen I-23 berkontribusi sebesar Rp 768.401.297.542 terhadap PDRB Provinsi Aceh
8654,Kode komponen I-24 berkontribusi sebesar Rp 35.118.883.735 terhadap PDRB Provinsi Aceh
8655,Kode komponen I-25 berkontribusi sebesar Rp 28.664.006.266 terhadap PDRB Provinsi Aceh
8656,Kode komponen I-26 berkontribusi sebesar Rp 368.637.129.700 terhadap PDRB Provinsi Aceh
8657,Kode komponen I-27 berkontribusi sebesar Rp 607.337.801.900 terhadap PDRB Provinsi Aceh
8658,Kode komponen I-28 berkontribusi sebesar Rp 536.749.358.612 terhadap PDRB Provinsi Aceh
8659,Kode komponen I-29 berkontribusi sebesar Rp 53.013.461.998 terhadap PDRB Provinsi Aceh
8660,Kode komponen I-30 berkontribusi sebesar Rp 282.307.873.529 terhadap PDRB Provinsi Aceh
8661,Kode komponen I-31 berkontribusi sebesar Rp 13.119.195.012.469 terhadap PDRB Provinsi Aceh
8662,Kode komponen I-32 berkontribusi sebesar Rp 2.483.962.420.413 terhadap PDRB Provinsi Aceh
8663,Kode komponen I-33 berkontribusi sebesar Rp 17.040.924.753.754 terhadap PDRB Provinsi Aceh
8664,Kode komponen I-34 berkontribusi sebesar Rp 0 terhadap PDRB Provinsi Aceh
8665,Kode komponen I-35 berkontribusi sebesar Rp 3.444.492.951.448 terhadap PDRB Provinsi Aceh
8666,Kode komponen I-36 berkontribusi sebesar Rp 336.640.100.544 terhadap PDRB Provinsi Aceh
8667,Kode komponen I-37 berkontribusi sebesar Rp 68.742.922.279 terhadap PDRB Provinsi Aceh
8668,Kode komponen I-38 berkontribusi sebesar Rp 995.669.684.804 terhadap PDRB Provinsi Aceh
8669,Kode komponen I-39 berkontribusi sebesar Rp 402.782.705.866 terhadap PDRB Provinsi Aceh
8670,Kode komponen I-40 berkontribusi sebesar Rp 273.752.452.143 terhadap PDRB Provinsi Aceh
8671,Kode komponen I-41 berkontribusi sebesar Rp 2.880.711.821.873 terhadap PDRB Provinsi Aceh
8672,Kode komponen I-42 berkontribusi sebesar Rp 3.375.741.208.853 terhadap PDRB Provinsi Aceh
8673,Kode komponen I-43 berkontribusi sebesar Rp 2.638.680.947.938 terhadap PDRB Provinsi Aceh
8674,Kode komponen I-44 berkontribusi sebesar Rp 84.162.915.948 terhadap PDRB Provinsi Aceh
8675,Kode komponen I-45 berkontribusi sebesar Rp 131.562.290.863 terhadap PDRB Provinsi Aceh
8676,Kode komponen I-46 berkontribusi sebesar Rp 30.754.641.629 terhadap PDRB Provinsi Aceh
8677,Kode komponen I-47 berkontribusi sebesar Rp 7.387.446.602.242 terhadap PDRB Provinsi Aceh
8678,Kode komponen I-48 berkontribusi sebesar Rp 1.608.122.744.025 terhadap PDRB Provinsi Aceh
8679,Kode komponen I-49 berkontribusi sebesar Rp 13.346.851.322.275 terhadap PDRB Provinsi Aceh
8680,Kode komponen I-50 berkontribusi sebesar Rp 7.676.180.886.243 terhadap PDRB Provinsi Aceh
8681,Kode komponen I-51 berkontribusi sebesar Rp 2.927.881.291.598 terhadap PDRB Provinsi Aceh
8682,Kode komponen I-52 berkontribusi sebesar Rp 2.567.823.679.888 terhadap PDRB Provinsi Aceh
8683,Kode komponen 2010 berkontribusi sebesar Rp 81.563.745.842.651 terhadap PDRB Provinsi Bali
8684,Kode komponen 2020 berkontribusi sebesar Rp 110.475.746.474.779 terhadap PDRB Provinsi Bali
8685,Kode komponen 2045 berkontribusi sebesar Rp 787.017.273.402 terhadap PDRB Provinsi Bali
8686,Kode komponen 3011 berkontribusi sebesar Rp 105.441.153.712.123 terhadap PDRB Provinsi Bali
8687,Kode komponen 3012 berkontribusi sebesar Rp 2.407.213.445.181 terhadap PDRB Provinsi Bali
8688,Kode komponen 3020 berkontribusi sebesar Rp 19.887.252.174.163 terhadap PDRB Provinsi Bali
8689,Kode komponen 3030 berkontribusi sebesar Rp 69.063.352.929.629 terhadap PDRB Provinsi Bali
8690,Kode komponen 3041 berkontribusi sebesar Rp 1.162.800.123.364 terhadap PDRB Provinsi Bali
8691,Kode komponen I-01 berkontribusi sebesar Rp 2.902.450.754.464 terhadap PDRB Provinsi Bali
8692,Kode komponen I-02 berkontribusi sebesar Rp 4.492.158.585.258 terhadap PDRB Provinsi Bali
8693,Kode komponen I-03 berkontribusi sebesar Rp 1.941.340.575.063 terhadap PDRB Provinsi Bali
8694,Kode komponen I-04 berkontribusi sebesar Rp 6.474.587.007.914 terhadap PDRB Provinsi Bali
8695,Kode komponen I-05 berkontribusi sebesar Rp 321.127.853.973 terhadap PDRB Provinsi Bali
8696,Kode komponen I-06 berkontribusi sebesar Rp 265.886.303.944 terhadap PDRB Provinsi Bali
8697,Kode komponen I-07 berkontribusi sebesar Rp 2.174.716.788.560 terhadap PDRB Provinsi Bali
8698,Kode komponen I-08 berkontribusi sebesar Rp 0 terhadap PDRB Provinsi Bali
8699,Kode komponen I-09 berkontribusi sebesar Rp 0 terhadap PDRB Provinsi Bali
8700,Kode komponen I-10 berkontribusi sebesar Rp 0 terhadap PDRB Provinsi Bali
8701,Kode komponen I-11 berkontribusi sebesar Rp 2.048.630.588.175 terhadap PDRB Provinsi Bali
8702,Kode komponen I-12 berkontribusi sebesar Rp 0 terhadap PDRB Provinsi Bali
8703,Kode komponen I-13 berkontribusi sebesar Rp 3.097.916.342.919 terhadap PDRB Provinsi Bali
8704,Kode komponen I-14 berkontribusi sebesar Rp 19.038.040.915 terhadap PDRB Provinsi Bali
8705,Kode komponen I-15 berkontribusi sebesar Rp 1.324.070.579.459 terhadap PDRB Provinsi Bali
8706,Kode komponen I-16 berkontribusi sebesar Rp 488.788.779.353 terhadap PDRB Provinsi Bali
8707,Kode komponen I-17 berkontribusi sebesar Rp 1.680.046.020.398 terhadap PDRB Provinsi Bali
8708,Kode komponen I-18 berkontribusi sebesar Rp 381.768.108.384 terhadap PDRB Provinsi Bali
8709,Kode komponen I-19 berkontribusi sebesar Rp 100.321.108.973 terhadap PDRB Provinsi Bali
8710,Kode komponen I-20 berkontribusi sebesar Rp 54.096.027.963 terhadap PDRB Provinsi Bali
8711,Kode komponen I-21 berkontribusi sebesar Rp 827.061.558.374 terhadap PDRB Provinsi Bali
8712,Kode komponen I-22 berkontribusi sebesar Rp 0 terhadap PDRB Provinsi Bali
8713,Kode komponen I-23 berkontribusi sebesar Rp 298.527.293.475 terhadap PDRB Provinsi Bali
8714,Kode komponen I-24 berkontribusi sebesar Rp 6.911.914.299 terhadap PDRB Provinsi Bali
8715,Kode komponen I-25 berkontribusi sebesar Rp 13.326.128.872 terhadap PDRB Provinsi Bali
8716,Kode komponen I-26 berkontribusi sebesar Rp 663.232.023.411 terhadap PDRB Provinsi Bali
8717,Kode komponen I-27 berkontribusi sebesar Rp 2.851.340.003.569 terhadap PDRB Provinsi Bali
8718,Kode komponen I-28 berkontribusi sebesar Rp 484.949.139.903 terhadap PDRB Provinsi Bali
8719,Kode komponen I-29 berkontribusi sebesar Rp 7.805.079.259 terhadap PDRB Provinsi Bali
8720,Kode komponen I-30 berkontribusi sebesar Rp 546.899.859.849 terhadap PDRB Provinsi Bali
8721,Kode komponen I-31 berkontribusi sebesar Rp 16.128.279.036.372 terhadap PDRB Provinsi Bali
8722,Kode komponen I-32 berkontribusi sebesar Rp 5.404.113.465.045 terhadap PDRB Provinsi Bali
8723,Kode komponen I-33 berkontribusi sebesar Rp 14.333.350.565.646 terhadap PDRB Provinsi Bali
8724,Kode komponen I-34 berkontribusi sebesar Rp 0 terhadap PDRB Provinsi Bali
8725,Kode komponen I-35 berkontribusi sebesar Rp 3.407.886.932.123 terhadap PDRB Provinsi Bali
8726,Kode komponen I-36 berkontribusi sebesar Rp 198.385.064.701 terhadap PDRB Provinsi Bali
8727,Kode komponen I-37 berkontribusi sebesar Rp 1.168.116.416.913 terhadap PDRB Provinsi Bali
8728,Kode komponen I-38 berkontribusi sebesar Rp 11.515.774.336.195 terhadap PDRB Provinsi Bali
8729,Kode komponen I-39 berkontribusi sebesar Rp 2.365.135.128.740 terhadap PDRB Provinsi Bali
8730,Kode komponen I-40 berkontribusi sebesar Rp 26.989.285.894.934 terhadap PDRB Provinsi Bali
8731,Kode komponen I-41 berkontribusi sebesar Rp 15.760.616.883.821 terhadap PDRB Provinsi Bali
8732,Kode komponen I-42 berkontribusi sebesar Rp 9.959.171.186.913 terhadap PDRB Provinsi Bali
8733,Kode komponen I-43 berkontribusi sebesar Rp 8.363.506.133.336 terhadap PDRB Provinsi Bali
8734,Kode komponen I-44 berkontribusi sebesar Rp 804.905.330.985 terhadap PDRB Provinsi Bali
8735,Kode komponen I-45 berkontribusi sebesar Rp 688.951.285.838 terhadap PDRB Provinsi Bali
8736,Kode komponen I-46 berkontribusi sebesar Rp 469.615.637.998 terhadap PDRB Provinsi Bali
8737,Kode komponen I-47 berkontribusi sebesar Rp 10.986.570.572.431 terhadap PDRB Provinsi Bali
8738,Kode komponen I-48 berkontribusi sebesar Rp 4.727.693.893.574 terhadap PDRB Provinsi Bali
8739,Kode komponen I-49 berkontribusi sebesar Rp 6.424.449.757.035 terhadap PDRB Provinsi Bali
8740,Kode komponen I-50 berkontribusi sebesar Rp 8.193.062.610.841 terhadap PDRB Provinsi Bali
8741,Kode komponen I-51 berkontribusi sebesar Rp 4.015.475.930.419 terhadap PDRB Provinsi Bali
8742,Kode komponen I-52 berkontribusi sebesar Rp 7.455.167.060.247 terhadap PDRB Provinsi Bali
8743,Kode komponen 2010 berkontribusi sebesar Rp 168.363.502.098.358 terhadap PDRB Provinsi Banten
8744,Kode komponen 2020 berkontribusi sebesar Rp 417.294.638.720.424 terhadap PDRB Provinsi Banten
8745,Kode komponen 2045 berkontribusi sebesar Rp 17.576.637.188.294 terhadap PDRB Provinsi Banten
8746,Kode komponen 3011 berkontribusi sebesar Rp 376.506.670.756.054 terhadap PDRB Provinsi Banten
8747,Kode komponen 3012 berkontribusi sebesar Rp 2.387.697.942.535 terhadap PDRB Provinsi Banten
8748,Kode komponen 3020 berkontribusi sebesar Rp 25.049.570.136.783 terhadap PDRB Provinsi Banten
8749,Kode komponen 3030 berkontribusi sebesar Rp 162.113.444.190.154 terhadap PDRB Provinsi Banten
8750,Kode komponen 3041 berkontribusi sebesar Rp 11.647.109.387.634 terhadap PDRB Provinsi Banten
8751,Kode komponen I-01 berkontribusi sebesar Rp 6.031.612.966.300 terhadap PDRB Provinsi Banten
8752,Kode komponen I-02 berkontribusi sebesar Rp 2.328.979.761.128 terhadap PDRB Provinsi Banten
8753,Kode komponen I-03 berkontribusi sebesar Rp 2.096.852.161.745 terhadap PDRB Provinsi Banten
8754,Kode komponen I-04 berkontribusi sebesar Rp 9.658.601.528.791 terhadap PDRB Provinsi Banten
8755,Kode komponen I-05 berkontribusi sebesar Rp 233.224.026.844 terhadap PDRB Provinsi Banten
8756,Kode komponen I-06 berkontribusi sebesar Rp 157.964.590.544 terhadap PDRB Provinsi Banten
8757,Kode komponen I-07 berkontribusi sebesar Rp 3.045.649.700.917 terhadap PDRB Provinsi Banten
8758,Kode komponen I-08 berkontribusi sebesar Rp 114.636.863.196 terhadap PDRB Provinsi Banten
8759,Kode komponen I-09 berkontribusi sebesar Rp 135.569.171.816 terhadap PDRB Provinsi Banten
8760,Kode komponen I-10 berkontribusi sebesar Rp 359.042.372.286 terhadap PDRB Provinsi Banten
8761,Kode komponen I-11 berkontribusi sebesar Rp 4.232.234.214.183 terhadap PDRB Provinsi Banten
8762,Kode komponen I-12 berkontribusi sebesar Rp 937.659.472.967 terhadap PDRB Provinsi Banten
8763,Kode komponen I-13 berkontribusi sebesar Rp 25.740.789.597.369 terhadap PDRB Provinsi Banten
8764,Kode komponen I-14 berkontribusi sebesar Rp 0 terhadap PDRB Provinsi Banten
8765,Kode komponen I-15 berkontribusi sebesar Rp 17.437.771.075.316 terhadap PDRB Provinsi Banten
8766,Kode komponen I-16 berkontribusi sebesar Rp 18.002.339.383.800 terhadap PDRB Provinsi Banten
8767,Kode komponen I-17 berkontribusi sebesar Rp 728.584.714.525 terhadap PDRB Provinsi Banten
8768,Kode komponen I-18 berkontribusi sebesar Rp 11.706.017.442.912 terhadap PDRB Provinsi Banten
8769,Kode komponen I-19 berkontribusi sebesar Rp 36.083.489.350.617 terhadap PDRB Provinsi Banten
8770,Kode komponen I-20 berkontribusi sebesar Rp 19.860.893.435.529 terhadap PDRB Provinsi Banten
8771,Kode komponen I-21 berkontribusi sebesar Rp 9.708.243.204.800 terhadap PDRB Provinsi Banten
8772,Kode komponen I-22 berkontribusi sebesar Rp 16.272.947.023.499 terhadap PDRB Provinsi Banten
8773,Kode komponen I-23 berkontribusi sebesar Rp 29.798.526.885.398 terhadap PDRB Provinsi Banten
8774,Kode komponen I-24 berkontribusi sebesar Rp 3.295.362.271.116 terhadap PDRB Provinsi Banten
8775,Kode komponen I-25 berkontribusi sebesar Rp 8.721.706.195.799 terhadap PDRB Provinsi Banten
8776,Kode komponen I-26 berkontribusi sebesar Rp 2.235.297.623.631 terhadap PDRB Provinsi Banten
8777,Kode komponen I-27 berkontribusi sebesar Rp 2.895.244.410.705 terhadap PDRB Provinsi Banten
8778,Kode komponen I-28 berkontribusi sebesar Rp 8.706.619.438.705 terhadap PDRB Provinsi Banten
8779,Kode komponen I-29 berkontribusi sebesar Rp 4.976.531.598.087 terhadap PDRB Provinsi Banten
8780,Kode komponen I-30 berkontribusi sebesar Rp 689.348.742.300 terhadap PDRB Provinsi Banten
8781,Kode komponen I-31 berkontribusi sebesar Rp 54.193.534.930.639 terhadap PDRB Provinsi Banten
8782,Kode komponen I-32 berkontribusi sebesar Rp 12.643.865.025.996 terhadap PDRB Provinsi Banten
8783,Kode komponen I-33 berkontribusi sebesar Rp 56.784.489.085.642 terhadap PDRB Provinsi Banten
8784,Kode komponen I-34 berkontribusi sebesar Rp 272.056.102.679 terhadap PDRB Provinsi Banten
8785,Kode komponen I-35 berkontribusi sebesar Rp 17.397.223.884.850 terhadap PDRB Provinsi Banten
8786,Kode komponen I-36 berkontribusi sebesar Rp 85.003.867.112 terhadap PDRB Provinsi Banten
8787,Kode komponen I-37 berkontribusi sebesar Rp 2.092.844.895.233 terhadap PDRB Provinsi Banten
8788,Kode komponen I-38 berkontribusi sebesar Rp 50.286.450.765.819 terhadap PDRB Provinsi Banten
8789,Kode komponen I-39 berkontribusi sebesar Rp 9.341.935.055.422 terhadap PDRB Provinsi Banten
8790,Kode komponen I-40 berkontribusi sebesar Rp 840.047.398.140 terhadap PDRB Provinsi Banten
8791,Kode komponen I-41 berkontribusi sebesar Rp 18.953.706.923.827 terhadap PDRB Provinsi Banten
8792,Kode komponen I-42 berkontribusi sebesar Rp 22.150.042.011.677 terhadap PDRB Provinsi Banten
8793,Kode komponen I-43 berkontribusi sebesar Rp 11.860.190.857.954 terhadap PDRB Provinsi Banten
8794,Kode komponen I-44 berkontribusi sebesar Rp 3.327.229.713.704 terhadap PDRB Provinsi Banten
8795,Kode komponen I-45 berkontribusi sebesar Rp 593.073.887.383 terhadap PDRB Provinsi Banten
8796,Kode komponen I-46 berkontribusi sebesar Rp 612.246.610.329 terhadap PDRB Provinsi Banten
8797,Kode komponen I-47 berkontribusi sebesar Rp 46.728.956.636.079 terhadap PDRB Provinsi Banten
8798,Kode komponen I-48 berkontribusi sebesar Rp 10.916.285.098.676 terhadap PDRB Provinsi Banten
8799,Kode komponen I-49 berkontribusi sebesar Rp 9.104.339.962.855 terhadap PDRB Provinsi Banten
8800,Kode komponen I-50 berkontribusi sebesar Rp 14.849.881.704.201 terhadap PDRB Provinsi Banten
8801,Kode komponen I-51 berkontribusi sebesar Rp 5.693.161.180.756 terhadap PDRB Provinsi Banten
8802,Kode komponen I-52 berkontribusi sebesar Rp 8.316.473.183.278 terhadap PDRB Provinsi Banten
8803,Kode komponen 2010 berkontribusi sebesar Rp 22.997.564.084.575 terhadap PDRB Provinsi Bengkulu
8804,Kode komponen 2020 berkontribusi sebesar Rp 30.854.949.515.550 terhadap PDRB Provinsi Bengkulu
8805,Kode komponen 2045 berkontribusi sebesar Rp 839.380.510.794 terhadap PDRB Provinsi Bengkulu
8806,Kode komponen 3011 berkontribusi sebesar Rp 38.001.987.372.355 terhadap PDRB Provinsi Bengkulu
8807,Kode komponen 3012 berkontribusi sebesar Rp 1.294.674.858.122 terhadap PDRB Provinsi Bengkulu
8808,Kode komponen 3020 berkontribusi sebesar Rp 10.594.432.828.170 terhadap PDRB Provinsi Bengkulu
8809,Kode komponen 3030 berkontribusi sebesar Rp 21.422.201.608.083 terhadap PDRB Provinsi Bengkulu
8810,Kode komponen 3041 berkontribusi sebesar Rp 797.258.633.165 terhadap PDRB Provinsi Bengkulu
8811,Kode komponen I-01 berkontribusi sebesar Rp 1.263.631.549.278 terhadap PDRB Provinsi Bengkulu
8812,Kode komponen I-02 berkontribusi sebesar Rp 3.812.816.086.567 terhadap PDRB Provinsi Bengkulu
8813,Kode komponen I-03 berkontribusi sebesar Rp 5.920.618.924.062 terhadap PDRB Provinsi Bengkulu
8814,Kode komponen I-04 berkontribusi sebesar Rp 560.958.894.409 terhadap PDRB Provinsi Bengkulu
8815,Kode komponen I-05 berkontribusi sebesar Rp 298.748.437.574 terhadap PDRB Provinsi Bengkulu
8816,Kode komponen I-06 berkontribusi sebesar Rp 140.070.081.935 terhadap PDRB Provinsi Bengkulu
8817,Kode komponen I-07 berkontribusi sebesar Rp 2.799.166.840.616 terhadap PDRB Provinsi Bengkulu
8818,Kode komponen I-08 berkontribusi sebesar Rp 0 terhadap PDRB Provinsi Bengkulu
8819,Kode komponen I-09 berkontribusi sebesar Rp 1.227.930.013.573 terhadap PDRB Provinsi Bengkulu
8820,Kode komponen I-10 berkontribusi sebesar Rp 24.298.766.143 terhadap PDRB Provinsi Bengkulu
8821,Kode komponen I-11 berkontribusi sebesar Rp 1.143.160.572.927 terhadap PDRB Provinsi Bengkulu
8822,Kode komponen I-12 berkontribusi sebesar Rp 0 terhadap PDRB Provinsi Bengkulu
8823,Kode komponen I-13 berkontribusi sebesar Rp 3.872.510.191.733 terhadap PDRB Provinsi Bengkulu
8824,Kode komponen I-14 berkontribusi sebesar Rp 0 terhadap PDRB Provinsi Bengkulu
8825,Kode komponen I-15 berkontribusi sebesar Rp 25.918.480.928 terhadap PDRB Provinsi Bengkulu
8826,Kode komponen I-16 berkontribusi sebesar Rp 33.477.217.134 terhadap PDRB Provinsi Bengkulu
8827,Kode komponen I-17 berkontribusi sebesar Rp 52.879.100.068 terhadap PDRB Provinsi Bengkulu
8828,Kode komponen I-18 berkontribusi sebesar Rp 20.927.176.399 terhadap PDRB Provinsi Bengkulu
8829,Kode komponen I-19 berkontribusi sebesar Rp 266.783.146 terhadap PDRB Provinsi Bengkulu
8830,Kode komponen I-20 berkontribusi sebesar Rp 358.735.047.244 terhadap PDRB Provinsi Bengkulu
8831,Kode komponen I-21 berkontribusi sebesar Rp 51.031.093.651 terhadap PDRB Provinsi Bengkulu
8832,Kode komponen I-22 berkontribusi sebesar Rp 7.878.358.744 terhadap PDRB Provinsi Bengkulu
8833,Kode komponen I-23 berkontribusi sebesar Rp 145.060.605.489 terhadap PDRB Provinsi Bengkulu
8834,Kode komponen I-24 berkontribusi sebesar Rp 0 terhadap PDRB Provinsi Bengkulu
8835,Kode komponen I-25 berkontribusi sebesar Rp 7.249.904.901 terhadap PDRB Provinsi Bengkulu
8836,Kode komponen I-26 berkontribusi sebesar Rp 390.730.866.214 terhadap PDRB Provinsi Bengkulu
8837,Kode komponen I-27 berkontribusi sebesar Rp 115.681.415.989 terhadap PDRB Provinsi Bengkulu
8838,Kode komponen I-28 berkontribusi sebesar Rp 108.276.522.948 terhadap PDRB Provinsi Bengkulu
8839,Kode komponen I-29 berkontribusi sebesar Rp 2.521.111.142 terhadap PDRB Provinsi Bengkulu
8840,Kode komponen I-30 berkontribusi sebesar Rp 92.678.732.641 terhadap PDRB Provinsi Bengkulu
8841,Kode komponen I-31 berkontribusi sebesar Rp 3.735.413.764.536 terhadap PDRB Provinsi Bengkulu
8842,Kode komponen I-32 berkontribusi sebesar Rp 1.303.231.057.678 terhadap PDRB Provinsi Bengkulu
8843,Kode komponen I-33 berkontribusi sebesar Rp 6.020.440.062.188 terhadap PDRB Provinsi Bengkulu
8844,Kode komponen I-34 berkontribusi sebesar Rp 0 terhadap PDRB Provinsi Bengkulu
8845,Kode komponen I-35 berkontribusi sebesar Rp 1.668.098.899.077 terhadap PDRB Provinsi Bengkulu
8846,Kode komponen I-36 berkontribusi sebesar Rp 378.305.337.294 terhadap PDRB Provinsi Bengkulu
8847,Kode komponen I-37 berkontribusi sebesar Rp 52.480.182.084 terhadap PDRB Provinsi Bengkulu
8848,Kode komponen I-38 berkontribusi sebesar Rp 802.137.130.656 terhadap PDRB Provinsi Bengkulu
